"새주소","지번주소","좌표정보","좌표정보","테마코드","콘텐츠 코드","언어셋(KOR : 국문, ENG : 영문, JP : 일문, CHA : 중문-간체, CHB : 중문-번체)","콘텐츠 명","시도명(텍스트)","구명","동명","산지여부","주 번지","부 번지","기타주소","전화번호","상세정보 값 1","상세정보 값 2","상세정보 값 3","상세정보 값 4","상세정보 값 5","상세정보 값 6","상세정보 값 7","상세정보 값 8","상세정보 값 9","상세정보 값 10","상세정보 값 11","상세정보 값 12","상세정보 값 13","상세정보 값 14","상세정보 값 15","상세정보 값 16","상세정보 값 17","상세정보 값 18","상세정보 값 19","상세정보 값 20","상세정보 이름 1","상세정보 이름 2","상세정보 이름 3","상세정보 이름 4","상세정보 이름 5","상세정보 이름 6","상세정보 이름 7","상세정보 이름 8","상세정보 이름 9","상세정보 이름 10","상세정보 이름 11","상세정보 이름 12","상세정보 이름 13","상세정보 이름 14","상세정보 이름 15","상세정보 이름 16","상세정보 이름 17","상세정보 이름 18","상세정보 이름 19","상세정보 이름 20","좌표데이터","좌표 타입 (1:Point 3:Polyline 4:MultiPolyline 5:Polygon 6:MultiPolygon 8:multiPoint)","선 두께 1~10","테마 선 색상","키워드","등록일","수정일"
"어울마당로 26","마포구 당인동 12-31","126.919983000","37.547691000","100235","PU000075","KOR","109 제일빌딩 앞","","마포구","당인동","","12","31","","","109","10","[운영시간] 24시간 연중무휴 [이용요금] 1일권 1천원(하루 동안 대여횟수 무제한. 단 1시간 초과시 추가요금 발생) / 정기권 1주일 3천원 1개월 5천원 6개월 1만5천원 1년 3만원 [이용대상] 만 15세 이상","구글플레이 또는 앱스토어에서 '따릉이'를 검색하여 설치한 뒤 이용권을 구매합니다. (회원으로 가입하여야 정기권 구매와 회원카드 등록이 가능하며 회원가입은 홈페이지에서도 할 수 있습니다.)","1) 단말기 버튼을 누른 뒤 터치화면에 대여 비밀번호를 입력합니다. 2) 단말기 오른쪽에 꽂혀있는 잠금장치를 분리하면 대여가 완료됩니다.","주행 전에는 브레이크 타이어 체인 상태를 꼭 확인하시기 바랍니다. 주행 시에는 안전모 등 안전장구를 착용하고 교통법규를 준수하여야 합니다. 자전거를 잠시 세워둘 때는 도난에 유의하여야 합니다. 단말기 왼쪽의 보조잠금장치를 단말기 오른쪽에 결합하여 주세요. 대여 비밀번호로 해제하면 됩니다.(보조잠금장치는 자신의 자전거에만 사용해야 합니다. 다른 자전거 단말기에 결합하면 분리되지 않습니다.)","1) 거치대에 부착되어 있는 잠금장치를 반납하는 자전거의 단말기에 결합해 주세요. (비어있는 거치대가 없을 때는 거치된 자전거의 보조잠금장치를 단말기에 결합해 주세요.) 2) 반납이 완료되면 '반납되었습니다'라는 음성 멘트가 나옵니다.(반납완료 문자가 전송됩니다.)","자전거정책과","","","","","","","","","","","","","대여소번호","거치대수","운영시간 및 이용요금","1. 시작하기","2. 대여하기","3. 이용하기","4. 반납하기","관리부서","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:16.0","2016-12-06 15:20:16.0"
"독막로 91","마포구 상수동 309-5","126.923531000","37.547871000","100235","PU000076","KOR","111 상수역 2번출구 앞","","마포구","상수동","","309","5","","","111","10","[운영시간] 24시간 연중무휴 [이용요금] 1일권 1천원(하루 동안 대여횟수 무제한. 단 1시간 초과시 추가요금 발생) / 정기권 1주일 3천원 1개월 5천원 6개월 1만5천원 1년 3만원 [이용대상] 만 15세 이상","구글플레이 또는 앱스토어에서 '따릉이'를 검색하여 설치한 뒤 이용권을 구매합니다. (회원으로 가입하여야 정기권 구매와 회원카드 등록이 가능하며 회원가입은 홈페이지에서도 할 수 있습니다.)","1) 단말기 버튼을 누른 뒤 터치화면에 대여 비밀번호를 입력합니다. 2) 단말기 오른쪽에 꽂혀있는 잠금장치를 분리하면 대여가 완료됩니다.","주행 전에는 브레이크 타이어 체인 상태를 꼭 확인하시기 바랍니다. 주행 시에는 안전모 등 안전장구를 착용하고 교통법규를 준수하여야 합니다. 자전거를 잠시 세워둘 때는 도난에 유의하여야 합니다. 단말기 왼쪽의 보조잠금장치를 단말기 오른쪽에 결합하여 주세요. 대여 비밀번호로 해제하면 됩니다.(보조잠금장치는 자신의 자전거에만 사용해야 합니다. 다른 자전거 단말기에 결합하면 분리되지 않습니다.)","1) 거치대에 부착되어 있는 잠금장치를 반납하는 자전거의 단말기에 결합해 주세요. (비어있는 거치대가 없을 때는 거치된 자전거의 보조잠금장치를 단말기에 결합해 주세요.) 2) 반납이 완료되면 '반납되었습니다'라는 음성 멘트가 나옵니다.(반납완료 문자가 전송됩니다.)","자전거정책과","","","","","","","","","","","","","대여소번호","거치대수","운영시간 및 이용요금","1. 시작하기","2. 대여하기","3. 이용하기","4. 반납하기","관리부서","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:16.0","2016-12-06 15:20:16.0"
"와우산로 52","마포구 상수동 92-26","126.923203000","37.549202000","100235","PU000077","KOR","112 극동방송국 앞","","마포구","상수동","","92","26","","","112","10","[운영시간] 24시간 연중무휴 [이용요금] 1일권 1천원(하루 동안 대여횟수 무제한. 단 1시간 초과시 추가요금 발생) / 정기권 1주일 3천원 1개월 5천원 6개월 1만5천원 1년 3만원 [이용대상] 만 15세 이상","구글플레이 또는 앱스토어에서 '따릉이'를 검색하여 설치한 뒤 이용권을 구매합니다. (회원으로 가입하여야 정기권 구매와 회원카드 등록이 가능하며 회원가입은 홈페이지에서도 할 수 있습니다.)","1) 단말기 버튼을 누른 뒤 터치화면에 대여 비밀번호를 입력합니다. 2) 단말기 오른쪽에 꽂혀있는 잠금장치를 분리하면 대여가 완료됩니다.","주행 전에는 브레이크 타이어 체인 상태를 꼭 확인하시기 바랍니다. 주행 시에는 안전모 등 안전장구를 착용하고 교통법규를 준수하여야 합니다. 자전거를 잠시 세워둘 때는 도난에 유의하여야 합니다. 단말기 왼쪽의 보조잠금장치를 단말기 오른쪽에 결합하여 주세요. 대여 비밀번호로 해제하면 됩니다.(보조잠금장치는 자신의 자전거에만 사용해야 합니다. 다른 자전거 단말기에 결합하면 분리되지 않습니다.)","1) 거치대에 부착되어 있는 잠금장치를 반납하는 자전거의 단말기에 결합해 주세요. (비어있는 거치대가 없을 때는 거치된 자전거의 보조잠금장치를 단말기에 결합해 주세요.) 2) 반납이 완료되면 '반납되었습니다'라는 음성 멘트가 나옵니다.(반납완료 문자가 전송됩니다.)","자전거정책과","","","","","","","","","","","","","대여소번호","거치대수","운영시간 및 이용요금","1. 시작하기","2. 대여하기","3. 이용하기","4. 반납하기","관리부서","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:16.0","2016-12-06 15:20:16.0"
"양화로 171","마포구 동교동 156-8","126.923805000","37.557499000","100235","PU000078","KOR","113 삼성서비스센터 앞","","마포구","동교동","","156","8","","","113","25","[운영시간] 24시간 연중무휴 [이용요금] 1일권 1천원(하루 동안 대여횟수 무제한. 단 1시간 초과시 추가요금 발생) / 정기권 1주일 3천원 1개월 5천원 6개월 1만5천원 1년 3만원 [이용대상] 만 15세 이상","구글플레이 또는 앱스토어에서 '따릉이'를 검색하여 설치한 뒤 이용권을 구매합니다. (회원으로 가입하여야 정기권 구매와 회원카드 등록이 가능하며 회원가입은 홈페이지에서도 할 수 있습니다.)","1) 단말기 버튼을 누른 뒤 터치화면에 대여 비밀번호를 입력합니다. 2) 단말기 오른쪽에 꽂혀있는 잠금장치를 분리하면 대여가 완료됩니다.","주행 전에는 브레이크 타이어 체인 상태를 꼭 확인하시기 바랍니다. 주행 시에는 안전모 등 안전장구를 착용하고 교통법규를 준수하여야 합니다. 자전거를 잠시 세워둘 때는 도난에 유의하여야 합니다. 단말기 왼쪽의 보조잠금장치를 단말기 오른쪽에 결합하여 주세요. 대여 비밀번호로 해제하면 됩니다.(보조잠금장치는 자신의 자전거에만 사용해야 합니다. 다른 자전거 단말기에 결합하면 분리되지 않습니다.)","1) 거치대에 부착되어 있는 잠금장치를 반납하는 자전거의 단말기에 결합해 주세요. (비어있는 거치대가 없을 때는 거치된 자전거의 보조잠금장치를 단말기에 결합해 주세요.) 2) 반납이 완료되면 '반납되었습니다'라는 음성 멘트가 나옵니다.(반납완료 문자가 전송됩니다.)","자전거정책과","","","","","","","","","","","","","대여소번호","거치대수","운영시간 및 이용요금","1. 시작하기","2. 대여하기","3. 이용하기","4. 반납하기","관리부서","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:16.0","2016-12-06 15:20:16.0"
"양화로18길 3","마포구 동교동 166-13","126.924423000","37.557060000","100235","PU000079","KOR","114 홍대입구역 8번출구 앞","","마포구","동교동","","166","13","","","114","15","[운영시간] 24시간 연중무휴 [이용요금] 1일권 1천원(하루 동안 대여횟수 무제한. 단 1시간 초과시 추가요금 발생) / 정기권 1주일 3천원 1개월 5천원 6개월 1만5천원 1년 3만원 [이용대상] 만 15세 이상","구글플레이 또는 앱스토어에서 '따릉이'를 검색하여 설치한 뒤 이용권을 구매합니다. (회원으로 가입하여야 정기권 구매와 회원카드 등록이 가능하며 회원가입은 홈페이지에서도 할 수 있습니다.)","1) 단말기 버튼을 누른 뒤 터치화면에 대여 비밀번호를 입력합니다. 2) 단말기 오른쪽에 꽂혀있는 잠금장치를 분리하면 대여가 완료됩니다.","주행 전에는 브레이크 타이어 체인 상태를 꼭 확인하시기 바랍니다. 주행 시에는 안전모 등 안전장구를 착용하고 교통법규를 준수하여야 합니다. 자전거를 잠시 세워둘 때는 도난에 유의하여야 합니다. 단말기 왼쪽의 보조잠금장치를 단말기 오른쪽에 결합하여 주세요. 대여 비밀번호로 해제하면 됩니다.(보조잠금장치는 자신의 자전거에만 사용해야 합니다. 다른 자전거 단말기에 결합하면 분리되지 않습니다.)","1) 거치대에 부착되어 있는 잠금장치를 반납하는 자전거의 단말기에 결합해 주세요. (비어있는 거치대가 없을 때는 거치된 자전거의 보조잠금장치를 단말기에 결합해 주세요.) 2) 반납이 완료되면 '반납되었습니다'라는 음성 멘트가 나옵니다.(반납완료 문자가 전송됩니다.)","자전거정책과","","","","","","","","","","","","","대여소번호","거치대수","운영시간 및 이용요금","1. 시작하기","2. 대여하기","3. 이용하기","4. 반납하기","관리부서","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:16.0","2016-12-06 15:20:16.0"
"독막로 165","마포구 창전동 245-1","126.931763000","37.547733000","100235","PU000080","KOR","118 광흥창역 2번출구 앞","","마포구","창전동","","245","1","","","118","10","[운영시간] 24시간 연중무휴 [이용요금] 1일권 1천원(하루 동안 대여횟수 무제한. 단 1시간 초과시 추가요금 발생) / 정기권 1주일 3천원 1개월 5천원 6개월 1만5천원 1년 3만원 [이용대상] 만 15세 이상","구글플레이 또는 앱스토어에서 '따릉이'를 검색하여 설치한 뒤 이용권을 구매합니다. (회원으로 가입하여야 정기권 구매와 회원카드 등록이 가능하며 회원가입은 홈페이지에서도 할 수 있습니다.)","1) 단말기 버튼을 누른 뒤 터치화면에 대여 비밀번호를 입력합니다. 2) 단말기 오른쪽에 꽂혀있는 잠금장치를 분리하면 대여가 완료됩니다.","주행 전에는 브레이크 타이어 체인 상태를 꼭 확인하시기 바랍니다. 주행 시에는 안전모 등 안전장구를 착용하고 교통법규를 준수하여야 합니다. 자전거를 잠시 세워둘 때는 도난에 유의하여야 합니다. 단말기 왼쪽의 보조잠금장치를 단말기 오른쪽에 결합하여 주세요. 대여 비밀번호로 해제하면 됩니다.(보조잠금장치는 자신의 자전거에만 사용해야 합니다. 다른 자전거 단말기에 결합하면 분리되지 않습니다.)","1) 거치대에 부착되어 있는 잠금장치를 반납하는 자전거의 단말기에 결합해 주세요. (비어있는 거치대가 없을 때는 거치된 자전거의 보조잠금장치를 단말기에 결합해 주세요.) 2) 반납이 완료되면 '반납되었습니다'라는 음성 멘트가 나옵니다.(반납완료 문자가 전송됩니다.)","자전거정책과","","","","","","","","","","","","","대여소번호","거치대수","운영시간 및 이용요금","1. 시작하기","2. 대여하기","3. 이용하기","4. 반납하기","관리부서","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:16.0","2016-12-06 15:20:16.0"
"서강로 30","마포구 창전동 165-5","126.931053000","37.545284000","100235","PU000081","KOR","119 서강나루 공원","","마포구","창전동","","165","5","","","119","10","[운영시간] 24시간 연중무휴 [이용요금] 1일권 1천원(하루 동안 대여횟수 무제한. 단 1시간 초과시 추가요금 발생) / 정기권 1주일 3천원 1개월 5천원 6개월 1만5천원 1년 3만원 [이용대상] 만 15세 이상","구글플레이 또는 앱스토어에서 '따릉이'를 검색하여 설치한 뒤 이용권을 구매합니다. (회원으로 가입하여야 정기권 구매와 회원카드 등록이 가능하며 회원가입은 홈페이지에서도 할 수 있습니다.)","1) 단말기 버튼을 누른 뒤 터치화면에 대여 비밀번호를 입력합니다. 2) 단말기 오른쪽에 꽂혀있는 잠금장치를 분리하면 대여가 완료됩니다.","주행 전에는 브레이크 타이어 체인 상태를 꼭 확인하시기 바랍니다. 주행 시에는 안전모 등 안전장구를 착용하고 교통법규를 준수하여야 합니다. 자전거를 잠시 세워둘 때는 도난에 유의하여야 합니다. 단말기 왼쪽의 보조잠금장치를 단말기 오른쪽에 결합하여 주세요. 대여 비밀번호로 해제하면 됩니다.(보조잠금장치는 자신의 자전거에만 사용해야 합니다. 다른 자전거 단말기에 결합하면 분리되지 않습니다.)","1) 거치대에 부착되어 있는 잠금장치를 반납하는 자전거의 단말기에 결합해 주세요. (비어있는 거치대가 없을 때는 거치된 자전거의 보조잠금장치를 단말기에 결합해 주세요.) 2) 반납이 완료되면 '반납되었습니다'라는 음성 멘트가 나옵니다.(반납완료 문자가 전송됩니다.)","자전거정책과","","","","","","","","","","","","","대여소번호","거치대수","운영시간 및 이용요금","1. 시작하기","2. 대여하기","3. 이용하기","4. 반납하기","관리부서","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:16.0","2016-12-06 15:20:16.0"
"토정로 213-7","마포구 신수동 371-25","126.934113000","37.545242000","100235","PU000082","KOR","120 신수동 사거리","","마포구","신수동","","371","25","","","120","5","[운영시간] 24시간 연중무휴 [이용요금] 1일권 1천원(하루 동안 대여횟수 무제한. 단 1시간 초과시 추가요금 발생) / 정기권 1주일 3천원 1개월 5천원 6개월 1만5천원 1년 3만원 [이용대상] 만 15세 이상","구글플레이 또는 앱스토어에서 '따릉이'를 검색하여 설치한 뒤 이용권을 구매합니다. (회원으로 가입하여야 정기권 구매와 회원카드 등록이 가능하며 회원가입은 홈페이지에서도 할 수 있습니다.)","1) 단말기 버튼을 누른 뒤 터치화면에 대여 비밀번호를 입력합니다. 2) 단말기 오른쪽에 꽂혀있는 잠금장치를 분리하면 대여가 완료됩니다.","주행 전에는 브레이크 타이어 체인 상태를 꼭 확인하시기 바랍니다. 주행 시에는 안전모 등 안전장구를 착용하고 교통법규를 준수하여야 합니다. 자전거를 잠시 세워둘 때는 도난에 유의하여야 합니다. 단말기 왼쪽의 보조잠금장치를 단말기 오른쪽에 결합하여 주세요. 대여 비밀번호로 해제하면 됩니다.(보조잠금장치는 자신의 자전거에만 사용해야 합니다. 다른 자전거 단말기에 결합하면 분리되지 않습니다.)","1) 거치대에 부착되어 있는 잠금장치를 반납하는 자전거의 단말기에 결합해 주세요. (비어있는 거치대가 없을 때는 거치된 자전거의 보조잠금장치를 단말기에 결합해 주세요.) 2) 반납이 완료되면 '반납되었습니다'라는 음성 멘트가 나옵니다.(반납완료 문자가 전송됩니다.)","자전거정책과","","","","","","","","","","","","","대여소번호","거치대수","운영시간 및 이용요금","1. 시작하기","2. 대여하기","3. 이용하기","4. 반납하기","관리부서","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:16.0","2016-12-06 15:20:16.0"
"창전로2길 45","마포구 신수동 100-2","126.933174000","37.549767000","100235","PU000083","KOR","121 마포소방서 앞","","마포구","신수동","","100","2","","","121","15","[운영시간] 24시간 연중무휴 [이용요금] 1일권 1천원(하루 동안 대여횟수 무제한. 단 1시간 초과시 추가요금 발생) / 정기권 1주일 3천원 1개월 5천원 6개월 1만5천원 1년 3만원 [이용대상] 만 15세 이상","구글플레이 또는 앱스토어에서 '따릉이'를 검색하여 설치한 뒤 이용권을 구매합니다. (회원으로 가입하여야 정기권 구매와 회원카드 등록이 가능하며 회원가입은 홈페이지에서도 할 수 있습니다.)","1) 단말기 버튼을 누른 뒤 터치화면에 대여 비밀번호를 입력합니다. 2) 단말기 오른쪽에 꽂혀있는 잠금장치를 분리하면 대여가 완료됩니다.","주행 전에는 브레이크 타이어 체인 상태를 꼭 확인하시기 바랍니다. 주행 시에는 안전모 등 안전장구를 착용하고 교통법규를 준수하여야 합니다. 자전거를 잠시 세워둘 때는 도난에 유의하여야 합니다. 단말기 왼쪽의 보조잠금장치를 단말기 오른쪽에 결합하여 주세요. 대여 비밀번호로 해제하면 됩니다.(보조잠금장치는 자신의 자전거에만 사용해야 합니다. 다른 자전거 단말기에 결합하면 분리되지 않습니다.)","1) 거치대에 부착되어 있는 잠금장치를 반납하는 자전거의 단말기에 결합해 주세요. (비어있는 거치대가 없을 때는 거치된 자전거의 보조잠금장치를 단말기에 결합해 주세요.) 2) 반납이 완료되면 '반납되었습니다'라는 음성 멘트가 나옵니다.(반납완료 문자가 전송됩니다.)","자전거정책과","","","","","","","","","","","","","대여소번호","거치대수","운영시간 및 이용요금","1. 시작하기","2. 대여하기","3. 이용하기","4. 반납하기","관리부서","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:17.0","2016-12-06 15:20:17.0"
"독막로 229","마포구 신수동 46-14","126.939293000","37.547249000","100235","PU000084","KOR","122 신성기사식당 앞","","마포구","신수동","","46","14","","","122","10","[운영시간] 24시간 연중무휴 [이용요금] 1일권 1천원(하루 동안 대여횟수 무제한. 단 1시간 초과시 추가요금 발생) / 정기권 1주일 3천원 1개월 5천원 6개월 1만5천원 1년 3만원 [이용대상] 만 15세 이상","구글플레이 또는 앱스토어에서 '따릉이'를 검색하여 설치한 뒤 이용권을 구매합니다. (회원으로 가입하여야 정기권 구매와 회원카드 등록이 가능하며 회원가입은 홈페이지에서도 할 수 있습니다.)","1) 단말기 버튼을 누른 뒤 터치화면에 대여 비밀번호를 입력합니다. 2) 단말기 오른쪽에 꽂혀있는 잠금장치를 분리하면 대여가 완료됩니다.","주행 전에는 브레이크 타이어 체인 상태를 꼭 확인하시기 바랍니다. 주행 시에는 안전모 등 안전장구를 착용하고 교통법규를 준수하여야 합니다. 자전거를 잠시 세워둘 때는 도난에 유의하여야 합니다. 단말기 왼쪽의 보조잠금장치를 단말기 오른쪽에 결합하여 주세요. 대여 비밀번호로 해제하면 됩니다.(보조잠금장치는 자신의 자전거에만 사용해야 합니다. 다른 자전거 단말기에 결합하면 분리되지 않습니다.)","1) 거치대에 부착되어 있는 잠금장치를 반납하는 자전거의 단말기에 결합해 주세요. (비어있는 거치대가 없을 때는 거치된 자전거의 보조잠금장치를 단말기에 결합해 주세요.) 2) 반납이 완료되면 '반납되었습니다'라는 음성 멘트가 나옵니다.(반납완료 문자가 전송됩니다.)","자전거정책과","","","","","","","","","","","","","대여소번호","거치대수","운영시간 및 이용요금","1. 시작하기","2. 대여하기","3. 이용하기","4. 반납하기","관리부서","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:17.0","2016-12-06 15:20:17.0"
"서강로16길 67","마포구 신수동 84-7","126.936989000","37.551140000","100235","PU000085","KOR","124 서강대 정문 옆","","마포구","신수동","","84","7","","","124","20","[운영시간] 24시간 연중무휴 [이용요금] 1일권 1천원(하루 동안 대여횟수 무제한. 단 1시간 초과시 추가요금 발생) / 정기권 1주일 3천원 1개월 5천원 6개월 1만5천원 1년 3만원 [이용대상] 만 15세 이상","구글플레이 또는 앱스토어에서 '따릉이'를 검색하여 설치한 뒤 이용권을 구매합니다. (회원으로 가입하여야 정기권 구매와 회원카드 등록이 가능하며 회원가입은 홈페이지에서도 할 수 있습니다.)","1) 단말기 버튼을 누른 뒤 터치화면에 대여 비밀번호를 입력합니다. 2) 단말기 오른쪽에 꽂혀있는 잠금장치를 분리하면 대여가 완료됩니다.","주행 전에는 브레이크 타이어 체인 상태를 꼭 확인하시기 바랍니다. 주행 시에는 안전모 등 안전장구를 착용하고 교통법규를 준수하여야 합니다. 자전거를 잠시 세워둘 때는 도난에 유의하여야 합니다. 단말기 왼쪽의 보조잠금장치를 단말기 오른쪽에 결합하여 주세요. 대여 비밀번호로 해제하면 됩니다.(보조잠금장치는 자신의 자전거에만 사용해야 합니다. 다른 자전거 단말기에 결합하면 분리되지 않습니다.)","1) 거치대에 부착되어 있는 잠금장치를 반납하는 자전거의 단말기에 결합해 주세요. (비어있는 거치대가 없을 때는 거치된 자전거의 보조잠금장치를 단말기에 결합해 주세요.) 2) 반납이 완료되면 '반납되었습니다'라는 음성 멘트가 나옵니다.(반납완료 문자가 전송됩니다.)","자전거정책과","","","","","","","","","","","","","대여소번호","거치대수","운영시간 및 이용요금","1. 시작하기","2. 대여하기","3. 이용하기","4. 반납하기","관리부서","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:17.0","2016-12-06 15:20:17.0"
"백범로 35","마포구 신수동 1-31","126.938950000","37.549484000","100235","PU000086","KOR","125 서강대 남문 옆","","마포구","신수동","","1","31","","","125","15","[운영시간] 24시간 연중무휴 [이용요금] 1일권 1천원(하루 동안 대여횟수 무제한. 단 1시간 초과시 추가요금 발생) / 정기권 1주일 3천원 1개월 5천원 6개월 1만5천원 1년 3만원 [이용대상] 만 15세 이상","구글플레이 또는 앱스토어에서 '따릉이'를 검색하여 설치한 뒤 이용권을 구매합니다. (회원으로 가입하여야 정기권 구매와 회원카드 등록이 가능하며 회원가입은 홈페이지에서도 할 수 있습니다.)","1) 단말기 버튼을 누른 뒤 터치화면에 대여 비밀번호를 입력합니다. 2) 단말기 오른쪽에 꽂혀있는 잠금장치를 분리하면 대여가 완료됩니다.","주행 전에는 브레이크 타이어 체인 상태를 꼭 확인하시기 바랍니다. 주행 시에는 안전모 등 안전장구를 착용하고 교통법규를 준수하여야 합니다. 자전거를 잠시 세워둘 때는 도난에 유의하여야 합니다. 단말기 왼쪽의 보조잠금장치를 단말기 오른쪽에 결합하여 주세요. 대여 비밀번호로 해제하면 됩니다.(보조잠금장치는 자신의 자전거에만 사용해야 합니다. 다른 자전거 단말기에 결합하면 분리되지 않습니다.)","1) 거치대에 부착되어 있는 잠금장치를 반납하는 자전거의 단말기에 결합해 주세요. (비어있는 거치대가 없을 때는 거치된 자전거의 보조잠금장치를 단말기에 결합해 주세요.) 2) 반납이 완료되면 '반납되었습니다'라는 음성 멘트가 나옵니다.(반납완료 문자가 전송됩니다.)","자전거정책과","","","","","","","","","","","","","대여소번호","거치대수","운영시간 및 이용요금","1. 시작하기","2. 대여하기","3. 이용하기","4. 반납하기","관리부서","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:17.0","2016-12-06 15:20:17.0"
"대흥로 122","마포구 대흥동 43-32","126.943848000","37.550411000","100235","PU000087","KOR","126 서강대 후문 옆","","마포구","대흥동","","43","32","","","126","20","[운영시간] 24시간 연중무휴 [이용요금] 1일권 1천원(하루 동안 대여횟수 무제한. 단 1시간 초과시 추가요금 발생) / 정기권 1주일 3천원 1개월 5천원 6개월 1만5천원 1년 3만원 [이용대상] 만 15세 이상","구글플레이 또는 앱스토어에서 '따릉이'를 검색하여 설치한 뒤 이용권을 구매합니다. (회원으로 가입하여야 정기권 구매와 회원카드 등록이 가능하며 회원가입은 홈페이지에서도 할 수 있습니다.)","1) 단말기 버튼을 누른 뒤 터치화면에 대여 비밀번호를 입력합니다. 2) 단말기 오른쪽에 꽂혀있는 잠금장치를 분리하면 대여가 완료됩니다.","주행 전에는 브레이크 타이어 체인 상태를 꼭 확인하시기 바랍니다. 주행 시에는 안전모 등 안전장구를 착용하고 교통법규를 준수하여야 합니다. 자전거를 잠시 세워둘 때는 도난에 유의하여야 합니다. 단말기 왼쪽의 보조잠금장치를 단말기 오른쪽에 결합하여 주세요. 대여 비밀번호로 해제하면 됩니다.(보조잠금장치는 자신의 자전거에만 사용해야 합니다. 다른 자전거 단말기에 결합하면 분리되지 않습니다.)","1) 거치대에 부착되어 있는 잠금장치를 반납하는 자전거의 단말기에 결합해 주세요. (비어있는 거치대가 없을 때는 거치된 자전거의 보조잠금장치를 단말기에 결합해 주세요.) 2) 반납이 완료되면 '반납되었습니다'라는 음성 멘트가 나옵니다.(반납완료 문자가 전송됩니다.)","자전거정책과","","","","","","","","","","","","","대여소번호","거치대수","운영시간 및 이용요금","1. 시작하기","2. 대여하기","3. 이용하기","4. 반납하기","관리부서","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:17.0","2016-12-06 15:20:17.0"
"백범로 14","마포구 노고산동 107-95","126.936951000","37.553520000","100235","PU000088","KOR","127 현대벤처빌 앞","","마포구","노고산동","","107","95","","","127","15","[운영시간] 24시간 연중무휴 [이용요금] 1일권 1천원(하루 동안 대여횟수 무제한. 단 1시간 초과시 추가요금 발생) / 정기권 1주일 3천원 1개월 5천원 6개월 1만5천원 1년 3만원 [이용대상] 만 15세 이상","구글플레이 또는 앱스토어에서 '따릉이'를 검색하여 설치한 뒤 이용권을 구매합니다. (회원으로 가입하여야 정기권 구매와 회원카드 등록이 가능하며 회원가입은 홈페이지에서도 할 수 있습니다.)","1) 단말기 버튼을 누른 뒤 터치화면에 대여 비밀번호를 입력합니다. 2) 단말기 오른쪽에 꽂혀있는 잠금장치를 분리하면 대여가 완료됩니다.","주행 전에는 브레이크 타이어 체인 상태를 꼭 확인하시기 바랍니다. 주행 시에는 안전모 등 안전장구를 착용하고 교통법규를 준수하여야 합니다. 자전거를 잠시 세워둘 때는 도난에 유의하여야 합니다. 단말기 왼쪽의 보조잠금장치를 단말기 오른쪽에 결합하여 주세요. 대여 비밀번호로 해제하면 됩니다.(보조잠금장치는 자신의 자전거에만 사용해야 합니다. 다른 자전거 단말기에 결합하면 분리되지 않습니다.)","1) 거치대에 부착되어 있는 잠금장치를 반납하는 자전거의 단말기에 결합해 주세요. (비어있는 거치대가 없을 때는 거치된 자전거의 보조잠금장치를 단말기에 결합해 주세요.) 2) 반납이 완료되면 '반납되었습니다'라는 음성 멘트가 나옵니다.(반납완료 문자가 전송됩니다.)","자전거정책과","","","","","","","","","","","","","대여소번호","거치대수","운영시간 및 이용요금","1. 시작하기","2. 대여하기","3. 이용하기","4. 반납하기","관리부서","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:17.0","2016-12-06 15:20:17.0"
